gender,grad_year,course,Poly_Uni_attended,Uni_Poly_Type,qualification,NYSC_complete,course_helped_emp,course_helped_skills,best_sector,job_search_mode,job1_reason,job1_x_qual,job1_level,job1_via_NYSC,car_rent_from_job1
Female,2013,Microbiology,University of Calabar,Federal,Bachelor's degree,Yes,Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying",Healthcare,Employer's website,,,,No,No
Female,2017,Anatomy,University of Ilorin,Federal,Bachelor's degree,Ongoing,Strongly Disagree,None of the above,Media,"Personal contacts, including family and friends",It was an opportunity to progress in the organisation,No: the qualification was not required,Experience/Professional,No,No
Male,2015,Computer Science,Ekiti State University,State,Bachelor's degree,Yes,Strongly Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying",Technology,Media (e.g. newspaper/magazine advertisement),To gain and broaden my experience in order to get the type of job I really want,Yes: while the qualification was not a formal requirement it did give me an advantage,Entry level,No,Yes
Male,2014,Philosophy,Ekiti State University,State,Bachelor's degree,Yes,,,,,,,,No,
Female,2017,Education And Biology,University of Ilorin,Federal,Bachelor's degree,No,,,,,,,,Yes,
Male,2014,Mechanical Engineering,"The Polytechnic Ibadan, Ibadab, Oyo State.",State,Higher National Diploma (HND),Yes,,,,,,,,No,
Male,2014,Theatre and Film Studies,University of Lagos,Federal,Master's degree,Yes,Disagree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying",Education,Recruitment agency/Online job site,It was the only job offer I received,No: the qualification was not required,Entry level,No,No
Male,2016,Foreign Languages and Literature,"Ebonyi State University, Abakaliki",State,Bachelor's degree,No,Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills",Government / Defence,Social media/professional networking sites,It was the only job offer I received,Yes: the qualification was a formal requirement,Entry level,No,No
Male,2017,Urban and Regional Planning,"Ladoke Akintola University of Technology, Ogbomoso",State,Bachelor's degree,No,Strongly Disagree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Spoken communication skills, Knowledge of the skill(s) you are studying",Government / Defence,"University/polytechnic (e.g. Careers Service, lecturer, website)",,,,No,No
Male,2015,Statistics,"Obafemi Awolowo University,Ile-Ife",Federal,Bachelor's degree,Yes,Strongly Agree,Critical thinking skills,NGO,Media (e.g. newspaper/magazine advertisement),It was the only job offer I received,No: the qualification was not required,Entry level,Yes,Yes
Female,2017,Biochemistry,University of Lagos,Federal,Bachelor's degree,No,,,,,,,,No,
Female,2013,Law,"University of Abuja, Gwagwalada",Federal,Bachelor's degree,Yes,Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills",Technology,Social media/professional networking sites,To see if I would like the type of work it involved,Yes: the qualification was a formal requirement,Entry level,No,No
Female,2017,History and International Studies,"Bingham University, New Karu",Private,Bachelor's degree,No,Strongly Agree,Critical thinking skills,NGO,"University/polytechnic (e.g. Careers Service, lecturer, website)",,,,Yes,No
Male,2013,Civil Engineering,University of Ilorin,Federal,Bachelor's degree,Yes,Disagree,"Written communication skills, Spoken communication skills",Consulting,Social media/professional networking sites,,,,No,No
Male,2013,Medical Laboratory Sciences,"Ambrose Alli University, Ekpoma,",State,Bachelor's degree,Yes,,,,,,,,Yes,
Male,2015,Agronomy,"University of Agriculture, Abeokuta.",Federal,Bachelor's degree,Yes,Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Knowledge of the skill(s) you are studying",Construction / Real Estate,"Personal contacts, including family and friends",To gain and broaden my experience in order to get the type of job I really want,Yes: the qualification was a formal requirement,Clerical and administrative,Yes,No
Male,2013,Marketing,"Nnamdi Azikiwe University, Awka",Federal,Bachelor's degree,Yes,Strongly Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying",Advertising / Marketing / Comms,Media (e.g. newspaper/magazine advertisement),To gain and broaden my experience in order to get the type of job I really want,Yes: the qualification was a formal requirement,Entry level,No,No
Male,2014,Economics,Olabisi Onabanjo University Ago-Iwoye,State,Bachelor's degree,Yes,Strongly Disagree,None of the above,Technology,Social media/professional networking sites,The job was well-paid,No: the qualification was not required,Entry level,No,No
Male,2013,Production and Industrial Engineering,University of Benin,Federal,Master's degree,Yes,Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying",Manufacturing / Production,Media (e.g. newspaper/magazine advertisement),To gain and broaden my experience in order to get the type of job I really want,Yes: the qualification was a formal requirement,Entry level,Yes,No
Female,2015,Computer Science,"Bowen University, Iwo",Private,Bachelor's degree,Yes,Agree,"Ability to solve complex problems, Ability to work with others, Knowledge of the skill(s) you are studying",Technology,"Personal contacts, including family and friends",To gain and broaden my experience in order to get the type of job I really want,Yes: the qualification was a formal requirement,Entry level,No,No
Male,2014,Electrical & Electronic Engineering,"Federal University of Technology, Minna.",Federal,Bachelor's degree,Yes,Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills",Construction / Real Estate,"Personal contacts, including family and friends",,,,No,No
Male,2013,Electrical & Electronic Engineering,"Federal University of Technology, Owerri",Federal,Bachelor's degree,Yes,,,,,,,,No,
Male,2013,Soil Science,"University of Agriculture, Abeokuta.",Federal,Bachelor's degree,Yes,,,,,,,,No,
Male,2016,Accountancy,University of Benin,Federal,Bachelor's degree,No,Agree,Knowledge of the skill(s) you are studying,Oil & Gas / Mining,Recruitment agency/Online job site,,,,No,No
Male,2015,History and International Studies,"Osun State University, Oshogbo",State,Bachelor's degree,Yes,,,,,,,,Yes,
Male,2013,Civil Engineering,"Federal Polytechnic Ado Ekiti, Ekiti State.",Federal,Higher National Diploma (HND),Yes,Strongly Disagree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Spoken communication skills",Construction / Real Estate,"Personal contacts, including family and friends",In order to earn a living/pay off debts,No: the qualification was not required,Clerical and administrative,No,No
Male,2015,Political Science,"Nigerian-Turkish Nile University, Abuja",Private,Bachelor's degree,Yes,,,,,,,,No,
Male,2015,Mechanical Engineering,University of Lagos,Federal,Bachelor's degree,Ongoing,,,,,,,,Yes,
Female,2013,Business Management,"Institute of Management and Technology, Enugu, Enugu State.",State,Higher National Diploma (HND),Yes,Strongly Agree,Ability to solve complex problems,Oil & Gas / Mining,Recruitment agency/Online job site,,,,No,No
Female,2013,Health and Physical Education,Delta State University Abraka,State,Bachelor's degree,Yes,Strongly Agree,"Critical thinking skills, Ability to work with others, Written communication skills, Knowledge of the skill(s) you are studying",NGO,"Personal contacts, including family and friends",To see if I would like the type of work it involved,Yes: the qualification was a formal requirement,Entry level,No,No
Female,2013,History and International Studies,"Lagos State University Ojo, Lagos.",State,Bachelor's degree,Yes,Strongly Disagree,Written communication skills,Government / Defence,Recruitment agency/Online job site,,,,No,No
Male,2017,Computer Science,"Landmark University,Omu-Aran.",Private,Bachelor's degree,Ongoing,Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying",Technology,Internship,,,,No,No
Female,2016,Psychology,"University of Nigeria, Nsukka",Federal,Bachelor's degree,Ongoing,,,,,,,,No,
Male,2015,Chemical Engineering,"University of Abuja, Gwagwalada",Federal,Bachelor's degree,Yes,,,,,,,,No,
Male,2013,Statistics,University of Maiduguri,Federal,Bachelor's degree,Yes,,,,,,,,No,
Female,2015,Chemical Engineering,"Ladoke Akintola University of Technology, Ogbomoso",State,Bachelor's degree,Yes,,,,,,,,No,
Male,2016,Electrical & Electronic Engineering,"Obafemi Awolowo University,Ile-Ife",Federal,Bachelor's degree,Yes,,,,,,,,No,
Female,2015,Biochemistry,"Ladoke Akintola University of Technology, Ogbomoso",State,Bachelor's degree,No,Agree,Ability to solve complex problems,Food Services,"Personal contacts, including family and friends",It was the only job offer I received,Yes: the qualification was a formal requirement,Entry level,No,No
Male,2017,Economics,University of Lagos,Federal,Bachelor's degree,No,,,,,,,,No,
Female,2015,Electrical & Electronic Engineering,Covenant University Ota,Private,Bachelor's degree,Yes,Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Spoken communication skills",Technology,Social media/professional networking sites,It fitted into my career plan/it was exactly the type of work I wanted,No: the qualification was not required,Entry level,No,No
